Client: Synchrony
"Program: Synchrony CCB2B - HIA incremental 8_2026 (ID: 132959)"

Targeted Accounts,Trending,Reached,Engaged,Predictive Buying Stage
kalispellregional.org,Yes,No,No,No Active Signals
ableto.com,Yes,No,No,Decision
rucls.net,Yes,No,No,No Active Signals
nec24.com,Yes,No,No,No Active Signals
matrixforme.com,Yes,No,No,Consideration
lyneer.com,Yes,No,No,Decision
ahhsac.com,Yes,No,No,No Active Signals
emory.org,Yes,No,No,No Active Signals
servicemaster.com,Yes,No,No,Decision
stcloudmedical.com,Yes,No,No,No Active Signals
hrpregnancy.com,Yes,No,No,No Active Signals
stjosephtowson.com,Yes,No,No,Consideration
cdirad.com,Yes,No,No,Awareness
skillsofcentralpa.org,Yes,No,No,No Active Signals
ksbhospital.com,Yes,No,No,No Active Signals
blountmemorial.org,Yes,No,No,Awareness
robertshomemedical.com,Yes,No,No,No Active Signals
joinadventhealth.com,Yes,No,No,Decision
worldclassmedicine.com,Yes,No,No,Decision
corepoweryoga.com,Yes,No,No,Decision
coastalnet.com,Yes,No,No,No Active Signals
lifetimefitness.com,Yes,No,No,Decision
pivotphysicaltherapy.com,Yes,No,No,No Active Signals
spartanburgregional.com,Yes,No,No,Awareness
hopkinsmedicine.org,Yes,No,No,Decision
michiganheart.com,Yes,No,No,No Active Signals
nuvox.net,Yes,No,No,No Active Signals
accoladehc.com,Yes,No,No,No Active Signals
uhsystem.com,Yes,No,No,No Active Signals
wuesthoff.com,Yes,No,No,No Active Signals
irmhc.org,Yes,No,No,No Active Signals
whitehorsevillage.org,Yes,No,No,No Active Signals
nychealthandhospitals.org,Yes,No,No,Decision
lcca.com,Yes,No,No,Decision
therapyctr.com,Yes,No,No,No Active Signals
santa-clara.ca.us,Yes,No,No,No Active Signals
navigatingcancer.com,Yes,No,No,No Active Signals
missionhealthcommunities.com,Yes,No,No,Awareness
tvhd.org,Yes,No,No,No Active Signals
homecareassistance.com,Yes,No,No,Decision
flhosp.org,Yes,No,No,No Active Signals
bcbsne.com,Yes,No,No,No Active Signals
cconnect.net,Yes,No,No,No Active Signals
northwesthealth.com,Yes,No,No,No Active Signals
wghealth.org,Yes,No,No,No Active Signals
cumberlandheights.org,Yes,No,No,Awareness
sweetwater.net,Yes,No,No,No Active Signals
cancer.org,Yes,No,No,Decision
startupzone.com,Yes,No,No,No Active Signals
nypcc.org,Yes,No,No,Awareness
bronsonhealth.com,Yes,No,No,Decision
antiochschools.net,Yes,No,No,Decision
athomehealth.org,Yes,No,No,Decision
sullivanhealth.org,Yes,No,No,No Active Signals
homehelpershomecare.com,Yes,No,No,Awareness
sparks.org,Yes,No,No,No Active Signals
bluesprigautism.com,Yes,No,No,Decision
fisdk12.net,Yes,No,No,No Active Signals
pennmedicine.org,Yes,No,No,Decision
mha.org,Yes,No,No,No Active Signals
sdps.org,Yes,No,No,No Active Signals
magnoliaschools.net,Yes,No,No,No Active Signals
consulatehealthcare.com,Yes,No,No,No Active Signals
illinoiscancercare.com,Yes,No,No,No Active Signals
nyumc.org,Yes,No,No,No Active Signals
tennova.com,Yes,No,No,Awareness
thocc.org,Yes,No,No,Awareness
wellsky.com,Yes,No,No,Awareness
lcsnet.com,Yes,No,No,Awareness
thewac.com,Yes,No,No,Awareness
wyomingmedicalcenter.org,Yes,No,No,No Active Signals
tlcmgmt.com,Yes,No,No,Awareness
internetcds.com,Yes,No,No,No Active Signals
osohomecare.com,Yes,No,No,Awareness
nacmem.org,Yes,No,No,No Active Signals
healthsouth.com,Yes,No,No,Decision
sclhs.net,Yes,No,No,No Active Signals
caremountmedical.com,Yes,No,No,Awareness
ctca-hope.com,Yes,No,No,Awareness
shrinenet.org,Yes,No,No,No Active Signals
navihealth.us,Yes,No,No,No Active Signals
alvaradohospital.com,Yes,No,No,No Active Signals
dccca.org,Yes,No,No,No Active Signals
lavidamassage.com,Yes,No,No,No Active Signals
thelimucompany.com,Yes,No,No,No Active Signals
douglas.mn.us,Yes,No,No,No Active Signals
parkridgehealth.com,Yes,No,No,No Active Signals
ehealthtechnologies.com,Yes,No,No,Decision
myitworks.com,Yes,No,No,Awareness
christianemail.com,Yes,No,No,No Active Signals
pih.org,Yes,No,No,Awareness
nhccare.com,Yes,No,No,Decision
cssohio.org,Yes,No,No,No Active Signals
ephratahospital.org,Yes,No,No,No Active Signals
commonwealthcarealliance.org,Yes,No,No,Decision
mtnvalleyhospice.org,Yes,No,No,Awareness
memorialhospitalnh.org,Yes,No,No,No Active Signals
uhnjfoundation.org,Yes,No,No,No Active Signals
pillpack.com,Yes,No,No,Awareness
poscorp.com,Yes,No,No,Awareness
asbury.org,Yes,No,No,Awareness
fletcherallen.org,Yes,No,No,No Active Signals
mchasc.com,Yes,No,No,No Active Signals
elevancehealth.com,Yes,No,No,Decision
hansonservices.com,Yes,No,No,No Active Signals
cardionet.com,Yes,No,No,No Active Signals
aerocareusa.com,Yes,No,No,No Active Signals
borgess.com,Yes,No,No,Awareness
st-francis.org,Yes,No,No,No Active Signals
usmo.com,Yes,No,No,No Active Signals
hcafarwestcareers.com,Yes,No,No,Consideration
homenurse.net,Yes,No,No,No Active Signals
stjoeshealth.org,Yes,No,No,No Active Signals
ouachitamedcenter.com,Yes,No,No,No Active Signals
affinityhealth.org,Yes,No,No,No Active Signals
breathingassociation.org,Yes,No,No,No Active Signals
patientpoint.com,Yes,No,No,Awareness
gmc.org,Yes,No,No,No Active Signals
newlinkgenetics.com,Yes,No,No,No Active Signals
vgsjob.org,Yes,No,No,No Active Signals
ghs.org,Yes,No,No,Decision
sbrmc.com,Yes,No,No,No Active Signals
azaleaortho.com,Yes,No,No,No Active Signals
trmchealth.org,Yes,No,No,Preawareness
ensigngroup.net,Yes,No,No,Decision
ahom.com,Yes,No,No,Awareness
ucimedinc.com,Yes,No,No,Awareness
ilruralhealth.org,Yes,No,No,No Active Signals
mgma.com,Yes,No,No,Awareness
bhsh.com,Yes,No,No,Awareness
brandonhospital.com,Yes,No,No,No Active Signals
knappmed.org,Yes,No,No,No Active Signals
thekey.com,Yes,No,No,Awareness
oakwood.org,Yes,No,No,No Active Signals
polyclinic.com,Yes,No,No,Awareness
mkcommunities.org,Yes,No,No,No Active Signals
stlukes-stl.com,Yes,No,No,Awareness
hotail.com,Yes,No,No,No Active Signals
magellanhealth.com,Yes,No,No,Decision
steward.org,Yes,No,No,Decision
priorityambulance.com,Yes,No,No,Awareness
hmalb.com,Yes,No,No,No Active Signals
vahs.com,Yes,No,No,Awareness
sleh.com,Yes,No,No,No Active Signals
bethematch.org,Yes,No,No,Awareness
eskaton.org,Yes,No,No,Awareness
kibaam.com,Yes,No,No,No Active Signals
hcsgcorp.com,Yes,No,No,Decision
caringpeopleinc.com,Yes,No,No,No Active Signals
theofficenet.com,Yes,No,No,No Active Signals
aipathology.com,Yes,No,No,No Active Signals
dshealthcare.com,Yes,No,No,No Active Signals
coffeeregional.org,Yes,No,No,Awareness
centuryfoods.com,Yes,No,No,No Active Signals
tnaa.com,Yes,No,No,No Active Signals
grapetree.com,Yes,No,No,No Active Signals
inglis.org,Yes,No,No,Awareness
ralphlaurencenter.org,Yes,No,No,No Active Signals
mission4health.com,Yes,No,No,No Active Signals
brookshirebrothers.com,Yes,No,No,Awareness
caremark.com,Yes,No,No,Decision
mch.com,Yes,No,No,No Active Signals
smithnephew.com,Yes,No,No,Decision
pardeehospital.org,Yes,No,No,No Active Signals
gibdist.net,Yes,No,No,No Active Signals
marshallshouse.com,Yes,No,No,No Active Signals
broadcastmed.com,Yes,No,No,No Active Signals
handandstone.com,Yes,No,No,Decision
carolinashospital.com,Yes,No,No,No Active Signals
mgh.net,Yes,No,No,No Active Signals
health-partners.org,Yes,No,No,No Active Signals
mmodal.com,Yes,No,No,Decision
shorehavenbhi.com,Yes,No,No,No Active Signals
fourseasonscfl.org,Yes,No,No,Awareness
chuzefitness.com,Yes,No,No,Awareness
u2audio.com,Yes,No,No,No Active Signals
jarmc.org,Yes,No,No,No Active Signals
leakeandwatts.org,Yes,No,No,No Active Signals
leadingageny.org,Yes,No,No,No Active Signals
asi-mi.org,Yes,No,No,No Active Signals
shcmhc.com,Yes,No,No,Awareness
texasback.com,Yes,No,No,No Active Signals
southerncarehospice.com,Yes,No,No,No Active Signals
ahoo.com,Yes,No,No,No Active Signals
colquittregional.com,Yes,No,No,Awareness
nursecore.com,Yes,No,No,Awareness
billingsclinicregionalcare.com,Yes,No,No,No Active Signals
thcds.com,Yes,No,No,No Active Signals
healthsolutions.com,Yes,No,No,No Active Signals
healthpartnersplans.com,Yes,No,No,Preawareness
hcr-manorcare.com,Yes,No,No,Decision
penbayhealthcare.org,Yes,No,No,No Active Signals
bhsphysiciansnetwork.com,Yes,No,No,No Active Signals
canopy-partners.com,Yes,No,No,No Active Signals
partnersbhm.org,Yes,No,No,Awareness
avana.net,Yes,No,No,No Active Signals
sttammany.health,Yes,No,No,Awareness
who.net,Yes,No,No,No Active Signals
leememorial.org,Yes,No,No,Decision
zanybrainy.com,Yes,No,No,No Active Signals
rosauers.com,Yes,No,No,Decision
americareusa.net,Yes,No,No,No Active Signals
sths.com,Yes,No,No,No Active Signals
artisseniorliving.com,Yes,No,No,No Active Signals
christcommunityhealth.org,Yes,No,No,No Active Signals
keystonecare.com,Yes,No,No,No Active Signals
mymarinhealth.org,Yes,No,No,Awareness
lakedalelink.net,Yes,No,No,No Active Signals
uihc.org,Yes,No,No,Awareness
carehere.com,Yes,No,No,No Active Signals
missionhealth.org,Yes,No,No,Decision
healthintegrated.com,Yes,No,No,No Active Signals
mollenhealth.com,Yes,No,No,No Active Signals
arcw.org,Yes,No,No,No Active Signals
connectrn.com,Yes,No,No,Decision
valinet.com,Yes,No,No,No Active Signals
mdlab.com,Yes,No,No,No Active Signals
wellchild.org,Yes,No,No,Awareness
oneillhc.com,Yes,No,No,No Active Signals
nmslabs.com,Yes,No,No,Awareness
methodisthospital.org,Yes,No,No,Awareness
wrightstatephysicians.org,Yes,No,No,No Active Signals
schumachergroup.com,Yes,No,No,No Active Signals
orthopedicspecialties.com,Yes,No,No,No Active Signals
winthrop.org,Yes,No,No,No Active Signals
harbourhospice.org,Yes,No,No,No Active Signals
medstarwashington.org,Yes,No,No,Consideration
svsvision.com,Yes,No,No,No Active Signals
wpptc.com,Yes,No,No,No Active Signals
ryancenter.org,Yes,No,No,No Active Signals
midmichigan.org,Yes,No,No,Decision
infinet.com,Yes,No,No,No Active Signals
pppswcareers.org,Yes,No,No,No Active Signals
altaregional.org,Yes,No,No,Awareness
capecoral.net,Yes,No,No,No Active Signals
hhs1.com,Yes,No,No,Awareness
