Client: Deltek
"Program: Q2 All Combined (ID: 136996)"

"Date","Account Name","Account Domain","Job Title","Country","Asset Name","Account Reached by Display(Y / N)","Account Reached by Audio(Y / N)","Account Reached by CTV(Y / N)","Refunded","Top MLI Topic (Average Over Last 7 Weeks)","# Trending MLI Topics (Over Last 7 weeks)","MLI Topic 1","MLI Topic 2","MLI Topic 3","MLI Topic 4","MLI Topic 5","MLI Topic 6","MLI Topic 7","MLI Topic 8","MLI Topic 9","MLI Topic 10","MLI Topic 11","MLI Topic 12","MLI Topic 13","MLI Topic 14","MLI Topic 15","MLI Topic 16","MLI Topic 17","MLI Topic 18","MLI Topic 19","MLI Topic 20","MLI Topic 21","MLI Topic 22","MLI Topic 23","MLI Topic 24","MLI Topic 25","MLI Topic 26","MLI Topic 27","MLI Topic 28","MLI Topic 29","MLI Topic 30","MLI Topic 31","MLI Topic 32","MLI Topic 33","MLI Topic 34","MLI Topic 35","MLI Topic 36","MLI Topic 37","MLI Topic 38"
"2026-04-03","21st.Bio","21st.bio","Chief Financial Officer (CFO)","Denmark","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-03","Addnode Group Ab","addnodegroup.com","Chief Financial Officer (CFO)","Sweden","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-03","Advisense","advisense.com","Chief Financial Officer (CFO)","Sweden","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-03","Agreat","agreat.com","Chief Financial Officer (CFO)","Sweden","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-03","Aker Solutions","akersolutions.com","VP, Finance","Norway","Adopt a Structured Approach to Resource Planning","Y","N","N","No","erp vendors",16,"project planning","","project finance","","cloud erp","","","","","","","performance engineering","","saas management platform (smp)","","","enterprise cloud","","","saas operations management","project management software","","erp transformation","erp vendors","engineering procurement and construction (epc)","distribution erp software","performance measurement","","technology design & architecture","resource tracking","","lean project management","","","","","",""
"2026-04-03","Aon","aon.com","Director, Finance","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","lean project management",22,"project planning","","project finance","","","","resource allocation","enterprise architecture","software as a service (saas)","embedded business intelligence","performance management","","","saas management platform (smp)","","erp implementation","","project delivery method","adaptive project management and reporting","saas operations management","project management software","localization project management","","","engineering procurement and construction (epc)","","performance measurement","construction erp","","resource tracking","cloud architect","lean project management","","deltek","financial management","","",""
"2026-04-03","Aon","aon.com","Director of Operations","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","lean project management",22,"project planning","","project finance","","","","resource allocation","enterprise architecture","software as a service (saas)","embedded business intelligence","performance management","","","saas management platform (smp)","","erp implementation","","project delivery method","adaptive project management and reporting","saas operations management","project management software","localization project management","","","engineering procurement and construction (epc)","","performance measurement","construction erp","","resource tracking","cloud architect","lean project management","","deltek","financial management","","",""
"2026-04-03","Brainlabs","brainlabsdigital.com","Director of Operations","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","saas operations management",1,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","","","","","","","","","",""
"2026-04-03","Clarivate","clarivate.com","Director of Operations","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","project collaboration",9,"","","project finance","","","","","","","","","performance engineering","project collaboration","","","","","","adaptive project management and reporting","saas operations management","","","","erp vendors","","","","","","resource tracking","","","business intelligence","","financial management","","",""
"2026-04-03","Cooper Parry","cooperparry.com","Director, Finance","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-03","Cooper Parry","cooperparry.com","Resource Manager","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-03","Elomatic","elomatic.com","Resource Manager","Finland","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-03","Elomatic","elomatic.com","Resource Manager","Finland","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-03","Elsevier","elsevier.com","Director of Operations","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","enterprise cloud",16,"project planning","","project finance","","cloud erp","","resource allocation","enterprise architecture","","","","performance engineering","project collaboration","","","","enterprise cloud","","adaptive project management and reporting","saas operations management","","","","erp vendors","engineering procurement and construction (epc)","","performance measurement","","","resource tracking","","","","deltek","","resource management","",""
"2026-04-03","Elsevier","elsevier.com","Chief Financial Officer (CFO)","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","enterprise cloud",16,"project planning","","project finance","","cloud erp","","resource allocation","enterprise architecture","","","","performance engineering","project collaboration","","","","enterprise cloud","","adaptive project management and reporting","saas operations management","","","","erp vendors","engineering procurement and construction (epc)","","performance measurement","","","resource tracking","","","","deltek","","resource management","",""
"2026-04-03","Granlund","granlund.fi","Director of Project Management","Finland","Adopt a Structured Approach to Resource Planning","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-07","Arcadis","arcadis.com","Director, Finance","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","enterprise cloud",15,"project planning","","project finance","","","on-premise applications","","","software as a service (saas)","","performance management","performance engineering","project collaboration","","","","enterprise cloud","","adaptive project management and reporting","saas operations management","project management software","","","","engineering procurement and construction (epc)","","","","technology design & architecture","resource tracking","cloud architect","","","","","","",""
"2026-04-07","Bidwells","bidwells.co.uk","Chief Financial Officer (CFO)","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-07","Cast Consultancy","cast-consultancy.com","Director, Finance","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-07","Jacobs","jacobs.com","Director of Operations","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","project management software",20,"project planning","","project finance","","","","resource allocation","enterprise architecture","software as a service (saas)","","","","project collaboration","saas management platform (smp)","","","","project delivery method","adaptive project management and reporting","saas operations management","project management software","localization project management","","","engineering procurement and construction (epc)","","performance measurement","construction erp","","resource tracking","cloud architect","","","deltek","financial management","resource management","",""
"2026-04-07","Ocu Modus","modusutilities.co.uk","Director of Operations","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-07","Planit","planit-ie.com","Director of Operations","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-07","Soben","sobencc.com","Director of Operations","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-07","Uk Landscapes Ltd","uklandscapes.co.uk","Director of Operations","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Ardent Consulting Engineers","ardent-ce.co.uk","Director of Operations","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Baker Hughes","bakerhughes.com","Chief Financial Officer (CFO)","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","performance management",16,"","","project finance","project management","","","resource allocation","enterprise architecture","software as a service (saas)","embedded business intelligence","performance management","","","","","","","project delivery method","adaptive project management and reporting","saas operations management","","localization project management","","","engineering procurement and construction (epc)","","","","","resource tracking","cloud architect","","","","financial management","resource management","",""
"2026-04-13","Baker Hughes","bakerhughes.com","VP, Finance","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","performance management",16,"","","project finance","project management","","","resource allocation","enterprise architecture","software as a service (saas)","embedded business intelligence","performance management","","","","","","","project delivery method","adaptive project management and reporting","saas operations management","","localization project management","","","engineering procurement and construction (epc)","","","","","resource tracking","cloud architect","","","","financial management","resource management","",""
"2026-04-13","Bravida Sverige","bravida.se","Head of Operations","Sweden","The 2026 Guide to KPIs for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Civil Aviation Authority","caa.co.uk","Head of Operations","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","technology design & architecture",2,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","technology design & architecture","","","","","","","","",""
"2026-04-13","Cooper Parry","cooperparry.com","Resource Manager","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","Yes","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Coreus Group","coreusgroup.com","Director, Finance","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Dunnhumby","dunnhumby.com","Director of Operations","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","saas operations management",6,"","","","","","on-premise applications","","","","","","","","","","","enterprise cloud","","adaptive project management and reporting","saas operations management","","","","","","","performance measurement","","","resource tracking","","","","","","","",""
"2026-04-13","Elomatic","elomatic.com","Resource Manager","Finland","Adopt a Structured Approach to Resource Planning","Y","N","N","Yes","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Elomatic","elomatic.com","Resource Manager","Finland","Adopt a Structured Approach to Resource Planning","Y","N","N","Yes","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Elomatic","elomatic.com","Chief Financial Officer (CFO)","Finland","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Foster + Partners","fosterandpartners.com","Senior Partner","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","project finance",5,"","","project finance","project management","","","","","","","","","","","","","enterprise cloud","","","saas operations management","","","","","","","","","technology design & architecture","","","","","","","","",""
"2026-04-13","Granlund","granlund.fi","Chief Financial Officer (CFO)","Finland","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Jisc","jisc.ac.uk","Director of Operations","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Jisc","jisc.ac.uk","Head of Operations","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Mcbains","mcbains.co.uk","Director of Project Management","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Pegasus Group","pegasusgroup.co.uk","Chief Financial Officer (CFO)","United Kingdom (Great Britain)","The 2026 Guide to KPIs for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Plantvision Ab","plantvision.se","Chief Financial Officer (CFO)","Sweden","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Plowman Craven","plowmancraven.co.uk","Director, Finance","United Kingdom (Great Britain)","The 2026 Guide to KPIs for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Pwc Sweden","pwc.se","Resource Manager","Sweden","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Pwc Sweden","pwc.se","Resource Manager","Sweden","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Ses Engineering Services","ses-ltd.co.uk","Director of Operations","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Snøhetta","snohetta.com","Chief Financial Officer (CFO)","Norway","The 2026 Guide to KPIs for Architecture & Engineering Firms","Y","N","N","No","erp transformation",3,"","","","","","","","","","","","","","","","","","","","saas operations management","","","erp transformation","","","","","","technology design & architecture","","","","","","","","",""
"2026-04-13","Softronic","softronic.se","Chief Financial Officer (CFO)","Sweden","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","saas operations management",2,"","","","","","","","","","","","","","","","","enterprise cloud","","","saas operations management","","","","","","","","","","","","","","","","","",""
"2026-04-13","Stace","stace.co.uk","Managing Partner","United Kingdom (Great Britain)","The 2026 Guide to KPIs for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Teneo","teneo.com","Head of Operations","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","on-premise applications",12,"","enterprise resource planning (erp)","project finance","","","on-premise applications","","enterprise architecture","","","","performance engineering","project collaboration","","","","enterprise cloud","","","saas operations management","","","erp transformation","erp vendors","engineering procurement and construction (epc)","","","","","","","","","","","","","financial management services"
"2026-04-13","Teneo","teneo.com","COO","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","on-premise applications",12,"","enterprise resource planning (erp)","project finance","","","on-premise applications","","enterprise architecture","","","","performance engineering","project collaboration","","","","enterprise cloud","","","saas operations management","","","erp transformation","erp vendors","engineering procurement and construction (epc)","","","","","","","","","","","","","financial management services"
"2026-04-13","Teneo","teneo.com","VP, Finance","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","on-premise applications",12,"","enterprise resource planning (erp)","project finance","","","on-premise applications","","enterprise architecture","","","","performance engineering","project collaboration","","","","enterprise cloud","","","saas operations management","","","erp transformation","erp vendors","engineering procurement and construction (epc)","","","","","","","","","","","","","financial management services"
"2026-04-13","Tyréns Ab","tyrens.se","Chief Financial Officer (CFO)","Sweden","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-13","Tyréns Ab","tyrens.se","Director, Finance","Sweden","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Basico","basico.dk","Chief Financial Officer (CFO)","Denmark","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Control Risks","controlrisks.com","Senior Director, Finance","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","saas operations management",5,"","","","","","on-premise applications","","","","","","","project collaboration","","","","","","","saas operations management","","","erp transformation","","","","","","","resource tracking","","","","","","","",""
"2026-04-20","Deloitte Uk","deloitte.co.uk","Head of Operations","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","saas operations management",1,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","","","","","","","","","",""
"2026-04-20","Deloitte Uk","deloitte.co.uk","Head of Operations","United Kingdom (Great Britain)","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","saas operations management",1,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","","","","","","","","","",""
"2026-04-20","Desco (Design & Consultancy) Ltd","desco.uk.com","Director of Operations","United Kingdom (Great Britain)","The 2026 Guide to KPIs for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Elliott Wood","elliottwood.co.uk","Director, Finance","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Expleo Group","expleogroup.com","Head of Operations","United Kingdom (Great Britain)","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","saas operations management",1,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","","","","","","","","","",""
"2026-04-20","Expleo Group","expleogroup.com","Director of Operations","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","saas operations management",1,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","","","","","","","","","",""
"2026-04-20","Gleeds","gleeds.com","Director of Project Management","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Hiq","hiq.se","Resource Manager","Sweden","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Hollandgreen Architecture, Interiors & Landscapes","hollandgreen.co.uk","Director, Finance","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Max Fordham Llp","maxfordham.com","Managing Partner","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Mercer & Hole","mercerhole.co.uk","Director, Finance","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Partb","partb.co.uk","COO","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Pick Everard","pickeverard.co.uk","Director of Project Management","United Kingdom (Great Britain)","Adopt a Structured Approach to Resource Planning","Y","N","N","No","saas operations management",1,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","","","","","","","","","",""
"2026-04-20","Plantvision Ab","plantvision.se","COO","Sweden","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Pwc Sweden","pwc.se","Resource Manager","Sweden","Is Your Consulting Firm Set Up to Win?","Y","N","N","Yes","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Pwc Sweden","pwc.se","Resource Manager","Sweden","The KPI Framework That's Transforming Consulting Firms","Y","N","N","Yes","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Ses Engineering Services","ses-ltd.co.uk","Director, Finance","United Kingdom (Great Britain)","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-20","Softwire","softwire.com","Director of Operations","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","saas operations management",1,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","","","","","","","","","",""
"2026-04-20","Wilson Partners","wilson-partners.co.uk","Director, Finance","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-21","Aker Solutions","akersolutions.com","Chief Financial Officer (CFO)","Finland","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","erp vendors",16,"project planning","","project finance","","cloud erp","","","","","","","performance engineering","","saas management platform (smp)","","","enterprise cloud","","","saas operations management","project management software","","erp transformation","erp vendors","engineering procurement and construction (epc)","distribution erp software","performance measurement","","technology design & architecture","resource tracking","","lean project management","","","","","",""
"2026-04-21","Bec Financial Technologies","bec.dk","Chief Financial Officer (CFO)","Denmark","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-21","Big - Bjarke Ingels Group","big.dk","Director of Operations","Denmark","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","project collaboration",8,"","","","project management","","","","","","","","","project collaboration","","","","","project delivery method","","saas operations management","","","erp transformation","","","distribution erp software","","","technology design & architecture","","","","","","","","business intelligence platform",""
"2026-04-21","Head Energy As","headenergy.no","COO","Norway","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Aab","aab.uk","Head of Operations","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Aon","aon.com","Head of Operations","United Kingdom (Great Britain)","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","lean project management",22,"project planning","","project finance","","","","resource allocation","enterprise architecture","software as a service (saas)","embedded business intelligence","performance management","","","saas management platform (smp)","","erp implementation","","project delivery method","adaptive project management and reporting","saas operations management","project management software","localization project management","","","engineering procurement and construction (epc)","","performance measurement","construction erp","","resource tracking","cloud architect","lean project management","","deltek","financial management","","",""
"2026-04-27","Ardent Consulting Engineers","ardent-ce.co.uk","Director, Finance","United Kingdom (Great Britain)","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Elliott Wood","elliottwood.co.uk","Director of Operations","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Exi","exi-group.com","Director of Operations","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Hiq","hiq.se","Resource Manager","Sweden","The KPI Framework That's Transforming Consulting Firms","Y","N","N","Yes","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Huntswood","huntswood.com","Director of Operations","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Mac Construction Consultants","macconsultingltd.com","Director of Operations","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Mercury","mercuryeng.com","Director of Operations","Ireland","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Oxford Pharmagenesis","pharmagenesis.com","Director of Operations","United Kingdom (Great Britain)","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Proxima","proximagroup.com","Director, Finance","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","resource tracking",1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","resource tracking","","","","","","","",""
"2026-04-27","Transparity","transparity.com","Director, Finance","United Kingdom (Great Britain)","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Triple Line","tripleline.com","Director of Operations","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Tyréns Ab","tyrens.se","Director, Finance","Sweden","Adopt a Structured Approach to Resource Planning","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-04-27","Vistra","vistra.com","Director, Finance","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","enterprise cloud",4,"","","","project management","","","","","","","","","","","","","enterprise cloud","","","saas operations management","","","","","","","","","","","","","","","","","","financial management services"
"2026-04-28","Adeo Global Consulting Ltd","adeo.uk.com","Director of Operations","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
